annexe,liste,section_code,section,sous_section_code,sous_section,designation,dosage,voie,forme,niveau,categorisation,usage_pediatrique,page_pdf
Annexe 2 — Materiel Bio-Medical,Liste Complementaire,07,CONSOMMABLES UTILISES EN ODONTO-STOMATOLOGIE,07.08,MEULETTE POUR PIECE A MAIN,Spatule double à malaxer,---,---,Unité,ABC,,False,83
Annexe 2 — Materiel Bio-Medical,Liste Complementaire,07,CONSOMMABLES UTILISES EN ODONTO-STOMATOLOGIE,07.08,MEULETTE POUR PIECE A MAIN,"Strips abrasifs à finir, grains fins",---,---,Unité,ABC,,False,83
Annexe 2 — Materiel Bio-Medical,Liste Complementaire,07,CONSOMMABLES UTILISES EN ODONTO-STOMATOLOGIE,07.08,MEULETTE POUR PIECE A MAIN,Syndesmotome Chompret coudé,---,---,Unité,ABC,,False,83
Annexe 2 — Materiel Bio-Medical,Liste Complementaire,07,CONSOMMABLES UTILISES EN ODONTO-STOMATOLOGIE,07.08,MEULETTE POUR PIECE A MAIN,Syndesmotome Chompret droit,---,---,Unité,ABC,,False,83
Annexe 2 — Materiel Bio-Medical,Liste Complementaire,07,CONSOMMABLES UTILISES EN ODONTO-STOMATOLOGIE,07.08,MEULETTE POUR PIECE A MAIN,Syndesmotome Chompret faucille,---,---,Unité,ABC,,False,83
Annexe 2 — Materiel Bio-Medical,Liste Complementaire,07,CONSOMMABLES UTILISES EN ODONTO-STOMATOLOGIE,07.08,MEULETTE POUR PIECE A MAIN,Syndesmotome de Bernard (jeu complet),---,---,Coffret,ABC,,False,83
Annexe 2 — Materiel Bio-Medical,Liste Complementaire,07,CONSOMMABLES UTILISES EN ODONTO-STOMATOLOGIE,07.09,PETIT MATERIEL D’ODONTOLOGIE,Amalgamateur combiné pour vrac et capsules prédosées,---,---,Unité,ABC,,False,83
Annexe 2 — Materiel Bio-Medical,Liste Complementaire,07,CONSOMMABLES UTILISES EN ODONTO-STOMATOLOGIE,07.09,PETIT MATERIEL D’ODONTOLOGIE,Bac de décontamination,---,---,Unité,ABC,,False,83
Annexe 2 — Materiel Bio-Medical,Liste Complementaire,07,CONSOMMABLES UTILISES EN ODONTO-STOMATOLOGIE,07.09,PETIT MATERIEL D’ODONTOLOGIE,Chambre noire à développer manuelle,---,---,Unité,ABC,,False,83
Annexe 2 — Materiel Bio-Medical,Liste Complementaire,07,CONSOMMABLES UTILISES EN ODONTO-STOMATOLOGIE,07.09,PETIT MATERIEL D’ODONTOLOGIE,Détartreur à ultrasons,---,---,Unité,ABC,,False,83
Annexe 2 — Materiel Bio-Medical,Liste Complementaire,07,CONSOMMABLES UTILISES EN ODONTO-STOMATOLOGIE,07.09,PETIT MATERIEL D’ODONTOLOGIE,Inserts de détartreur,---,---,Unité,ABC,,False,83
Annexe 2 — Materiel Bio-Medical,Liste Complementaire,07,CONSOMMABLES UTILISES EN ODONTO-STOMATOLOGIE,07.09,PETIT MATERIEL D’ODONTOLOGIE,Seringue à carpule avec aspiration,---,---,Unité,ABC,,False,83
Annexe 2 — Materiel Bio-Medical,Liste Complementaire,07,CONSOMMABLES UTILISES EN ODONTO-STOMATOLOGIE,07.10,PLAQUES MINIATURISEES,Plaque droite,---,---,Unité,AB,,False,83
Annexe 2 — Materiel Bio-Medical,Liste Complementaire,07,CONSOMMABLES UTILISES EN ODONTO-STOMATOLOGIE,07.10,PLAQUES MINIATURISEES,Plaque droite en J,---,---,Unité,AB,,False,83
Annexe 2 — Materiel Bio-Medical,Liste Complementaire,07,CONSOMMABLES UTILISES EN ODONTO-STOMATOLOGIE,07.10,PLAQUES MINIATURISEES,Plaque droite en L,---,---,Unité,AB,,False,83
Annexe 2 — Materiel Bio-Medical,Liste Complementaire,07,CONSOMMABLES UTILISES EN ODONTO-STOMATOLOGIE,07.10,PLAQUES MINIATURISEES,Plaque droite en X,---,---,Unité,AB,,False,83
Annexe 2 — Materiel Bio-Medical,Liste Complementaire,07,CONSOMMABLES UTILISES EN ODONTO-STOMATOLOGIE,07.10,PLAQUES MINIATURISEES,Plaque droite en T,---,---,Unité,AB,,False,83
Annexe 2 — Materiel Bio-Medical,Liste Complementaire,07,CONSOMMABLES UTILISES EN ODONTO-STOMATOLOGIE,07.10,PLAQUES MINIATURISEES,Plaque miniaturisée 10 trous,---,---,Unité,AB,,False,83
Annexe 2 — Materiel Bio-Medical,Liste Complementaire,07,CONSOMMABLES UTILISES EN ODONTO-STOMATOLOGIE,07.10,PLAQUES MINIATURISEES,Plaque miniaturisée 15 trous,---,---,Unité,AB,,False,83
Annexe 2 — Materiel Bio-Medical,Liste Complementaire,07,CONSOMMABLES UTILISES EN ODONTO-STOMATOLOGIE,07.10,PLAQUES MINIATURISEES,Plaque miniaturisée 4 trous décalés,---,---,Unité,AB,,False,83
Annexe 2 — Materiel Bio-Medical,Liste Complementaire,07,CONSOMMABLES UTILISES EN ODONTO-STOMATOLOGIE,07.10,PLAQUES MINIATURISEES,Plaque miniaturisée 6 trous décalés,---,---,Unité,AB,,False,83
Annexe 2 — Materiel Bio-Medical,Liste Complementaire,07,CONSOMMABLES UTILISES EN ODONTO-STOMATOLOGIE,07.10,PLAQUES MINIATURISEES,Plaque miniaturisée 7 trous,---,---,Unité,AB,,False,83
Annexe 2 — Materiel Bio-Medical,Liste Complementaire,07,CONSOMMABLES UTILISES EN ODONTO-STOMATOLOGIE,07.10,PLAQUES MINIATURISEES,Plaques grillagées,---,---,Unité,AB,,False,83
Annexe 2 — Materiel Bio-Medical,Liste Complementaire,07,CONSOMMABLES UTILISES EN ODONTO-STOMATOLOGIE,07.10,PLAQUES MINIATURISEES,Plaques PDS,---,---,Unité,AB,,False,83
Annexe 2 — Materiel Bio-Medical,Liste Complementaire,07,CONSOMMABLES UTILISES EN ODONTO-STOMATOLOGIE,07.11,MATERIEL DE PROMOTION,Macrobrosse,---,---,Unité,AB,,False,83
Annexe 2 — Materiel Bio-Medical,Liste Complementaire,07,CONSOMMABLES UTILISES EN ODONTO-STOMATOLOGIE,07.11,MATERIEL DE PROMOTION,Macrodent,---,---,Unité,AB,,False,83
Annexe 2 — Materiel Bio-Medical,Liste Complementaire,07,CONSOMMABLES UTILISES EN ODONTO-STOMATOLOGIE,07.12,MATERIEL POUR TRAITEMENT D'ORTHODONTIE,Arcs préformés Mandibulaires,---,---,Unité,AB,,False,83
Annexe 2 — Materiel Bio-Medical,Liste Complementaire,07,CONSOMMABLES UTILISES EN ODONTO-STOMATOLOGIE,07.12,MATERIEL POUR TRAITEMENT D'ORTHODONTIE,Arcs préformés Maxillaires,---,---,Unité,AB,,False,83
Annexe 2 — Materiel Bio-Medical,Liste Complementaire,07,CONSOMMABLES UTILISES EN ODONTO-STOMATOLOGIE,07.12,MATERIEL POUR TRAITEMENT D'ORTHODONTIE,Bague Première molaire inférieure gauche,---,---,Unité,AB,,False,84
Annexe 2 — Materiel Bio-Medical,Liste Complementaire,07,CONSOMMABLES UTILISES EN ODONTO-STOMATOLOGIE,07.12,MATERIEL POUR TRAITEMENT D'ORTHODONTIE,Bague Première molaire inférieure droit,---,---,Unité,AB,,False,84
Annexe 2 — Materiel Bio-Medical,Liste Complementaire,07,CONSOMMABLES UTILISES EN ODONTO-STOMATOLOGIE,07.12,MATERIEL POUR TRAITEMENT D'ORTHODONTIE,Bague Première molaire supérieure gauche,---,---,Unité,AB,,False,84
Annexe 2 — Materiel Bio-Medical,Liste Complementaire,07,CONSOMMABLES UTILISES EN ODONTO-STOMATOLOGIE,07.12,MATERIEL POUR TRAITEMENT D'ORTHODONTIE,Bague Première molaire supérieure droit,---,---,Unité,AB,,False,84
Annexe 2 — Materiel Bio-Medical,Liste Complementaire,07,CONSOMMABLES UTILISES EN ODONTO-STOMATOLOGIE,07.12,MATERIEL POUR TRAITEMENT D'ORTHODONTIE,Braquettes,---,---,Unité,AB,,False,84
Annexe 2 — Materiel Bio-Medical,Liste Complementaire,07,CONSOMMABLES UTILISES EN ODONTO-STOMATOLOGIE,07.12,MATERIEL POUR TRAITEMENT D'ORTHODONTIE,Kit de braquettes,---,---,Unité,AB,,False,84
Annexe 2 — Materiel Bio-Medical,Liste Complementaire,07,CONSOMMABLES UTILISES EN ODONTO-STOMATOLOGIE,07.13,AUTRES MATERIELS UTILISES EN STOMATOLOGIE,Alène de Redon,---,---,Unité,AB,,False,84
Annexe 2 — Materiel Bio-Medical,Liste Complementaire,07,CONSOMMABLES UTILISES EN ODONTO-STOMATOLOGIE,07.13,AUTRES MATERIELS UTILISES EN STOMATOLOGIE,Alène mandibulaire,---,---,Unité,AB,,False,84
Annexe 2 — Materiel Bio-Medical,Liste Complementaire,07,CONSOMMABLES UTILISES EN ODONTO-STOMATOLOGIE,07.13,AUTRES MATERIELS UTILISES EN STOMATOLOGIE,Alène maxillaire,---,---,Unité,AB,,False,84
Annexe 2 — Materiel Bio-Medical,Liste Complementaire,07,CONSOMMABLES UTILISES EN ODONTO-STOMATOLOGIE,07.13,AUTRES MATERIELS UTILISES EN STOMATOLOGIE,Alène zygomatique,---,---,Unité,AB,,False,84
Annexe 2 — Materiel Bio-Medical,Liste Complementaire,07,CONSOMMABLES UTILISES EN ODONTO-STOMATOLOGIE,07.13,AUTRES MATERIELS UTILISES EN STOMATOLOGIE,Arcs vestibulaires,---,---,Unité,AB,,False,84
Annexe 2 — Materiel Bio-Medical,Liste Complementaire,07,CONSOMMABLES UTILISES EN ODONTO-STOMATOLOGIE,07.13,AUTRES MATERIELS UTILISES EN STOMATOLOGIE,Bistouri électrique avec pince monopolaire et bipolaire,---,---,Unité,AB,,False,84
Annexe 2 — Materiel Bio-Medical,Liste Complementaire,07,CONSOMMABLES UTILISES EN ODONTO-STOMATOLOGIE,07.13,AUTRES MATERIELS UTILISES EN STOMATOLOGIE,Boite ancillaire de chirurgie de mandibule,---,---,Unité,AB,,False,84
Annexe 2 — Materiel Bio-Medical,Liste Complementaire,07,CONSOMMABLES UTILISES EN ODONTO-STOMATOLOGIE,07.13,AUTRES MATERIELS UTILISES EN STOMATOLOGIE,Boite ancillaire de chirurgie étage moyen de la face,---,---,Unité,AB,,False,84
Annexe 2 — Materiel Bio-Medical,Liste Complementaire,07,CONSOMMABLES UTILISES EN ODONTO-STOMATOLOGIE,07.13,AUTRES MATERIELS UTILISES EN STOMATOLOGIE,Boite inox,---,---,Unité,AB,,False,84
Annexe 2 — Materiel Bio-Medical,Liste Complementaire,07,CONSOMMABLES UTILISES EN ODONTO-STOMATOLOGIE,07.13,AUTRES MATERIELS UTILISES EN STOMATOLOGIE,Cales molaires adultes,---,---,Unité,AB,,False,84
Annexe 2 — Materiel Bio-Medical,Liste Complementaire,07,CONSOMMABLES UTILISES EN ODONTO-STOMATOLOGIE,07.13,AUTRES MATERIELS UTILISES EN STOMATOLOGIE,Cales molaires enfants,---,---,Unité,AB,,False,84
Annexe 2 — Materiel Bio-Medical,Liste Complementaire,07,CONSOMMABLES UTILISES EN ODONTO-STOMATOLOGIE,07.13,AUTRES MATERIELS UTILISES EN STOMATOLOGIE,Canule d’aspiration métallique de différentes tailles,---,---,Unité,AB,,False,84
Annexe 2 — Materiel Bio-Medical,Liste Complementaire,07,CONSOMMABLES UTILISES EN ODONTO-STOMATOLOGIE,07.13,AUTRES MATERIELS UTILISES EN STOMATOLOGIE,Canule de trachéotomie (tailles : 4),---,---,Unité,AB,,False,84
Annexe 2 — Materiel Bio-Medical,Liste Complementaire,07,CONSOMMABLES UTILISES EN ODONTO-STOMATOLOGIE,07.13,AUTRES MATERIELS UTILISES EN STOMATOLOGIE,Canule de trachéotomie (tailles : 6),---,---,Unité,AB,,False,84
Annexe 2 — Materiel Bio-Medical,Liste Complementaire,07,CONSOMMABLES UTILISES EN ODONTO-STOMATOLOGIE,07.13,AUTRES MATERIELS UTILISES EN STOMATOLOGIE,Canule de trachéotomie (tailles : 8),---,---,Unité,AB,,False,84
Annexe 2 — Materiel Bio-Medical,Liste Complementaire,07,CONSOMMABLES UTILISES EN ODONTO-STOMATOLOGIE,07.13,AUTRES MATERIELS UTILISES EN STOMATOLOGIE,Canule de trachéotomie (tailles : 10),---,---,Unité,AB,,False,84
Annexe 2 — Materiel Bio-Medical,Liste Complementaire,07,CONSOMMABLES UTILISES EN ODONTO-STOMATOLOGIE,07.13,AUTRES MATERIELS UTILISES EN STOMATOLOGIE,Ciseaux à os,---,---,Unité,AB,,False,84
Annexe 2 — Materiel Bio-Medical,Liste Complementaire,07,CONSOMMABLES UTILISES EN ODONTO-STOMATOLOGIE,07.13,AUTRES MATERIELS UTILISES EN STOMATOLOGIE,Ciseaux gradués droits,---,---,Unité,AB,,False,84
Annexe 2 — Materiel Bio-Medical,Liste Complementaire,07,CONSOMMABLES UTILISES EN ODONTO-STOMATOLOGIE,07.13,AUTRES MATERIELS UTILISES EN STOMATOLOGIE,Ciseaux gradués fortement courbes,---,---,Unité,AB,,False,84
Annexe 2 — Materiel Bio-Medical,Liste Complementaire,07,CONSOMMABLES UTILISES EN ODONTO-STOMATOLOGIE,07.13,AUTRES MATERIELS UTILISES EN STOMATOLOGIE,Ciseaux à disséquer courbes pointus,---,---,Unité,AB,,False,84
Annexe 2 — Materiel Bio-Medical,Liste Complementaire,07,CONSOMMABLES UTILISES EN ODONTO-STOMATOLOGIE,07.13,AUTRES MATERIELS UTILISES EN STOMATOLOGIE,Ciseaux à disséquer droits ronds,---,---,Unité,AB,,False,84
Annexe 2 — Materiel Bio-Medical,Liste Complementaire,07,CONSOMMABLES UTILISES EN ODONTO-STOMATOLOGIE,07.13,AUTRES MATERIELS UTILISES EN STOMATOLOGIE,Ciseaux à frapper,---,---,Unité,AB,,False,84
Annexe 2 — Materiel Bio-Medical,Liste Complementaire,07,CONSOMMABLES UTILISES EN ODONTO-STOMATOLOGIE,07.13,AUTRES MATERIELS UTILISES EN STOMATOLOGIE,Ciseaux coudés,---,---,Unité,AB,,False,84
Annexe 2 — Materiel Bio-Medical,Liste Complementaire,07,CONSOMMABLES UTILISES EN ODONTO-STOMATOLOGIE,07.13,AUTRES MATERIELS UTILISES EN STOMATOLOGIE,Ciseaux courbes,---,---,Unité,AB,,False,84
Annexe 2 — Materiel Bio-Medical,Liste Complementaire,07,CONSOMMABLES UTILISES EN ODONTO-STOMATOLOGIE,07.13,AUTRES MATERIELS UTILISES EN STOMATOLOGIE,Ciseaux de Ballenger,---,---,Unité,AB,,False,84
Annexe 2 — Materiel Bio-Medical,Liste Complementaire,07,CONSOMMABLES UTILISES EN ODONTO-STOMATOLOGIE,07.13,AUTRES MATERIELS UTILISES EN STOMATOLOGIE,Ciseaux fins mousse droits,---,---,Unité,AB,,False,84
Annexe 2 — Materiel Bio-Medical,Liste Complementaire,07,CONSOMMABLES UTILISES EN ODONTO-STOMATOLOGIE,07.13,AUTRES MATERIELS UTILISES EN STOMATOLOGIE,Ciseaux fins pointu droits,---,---,Unité,AB,,False,84
Annexe 2 — Materiel Bio-Medical,Liste Complementaire,07,CONSOMMABLES UTILISES EN ODONTO-STOMATOLOGIE,07.13,AUTRES MATERIELS UTILISES EN STOMATOLOGIE,Crochet à cartilage,---,---,Unité,AB,,False,84
Annexe 2 — Materiel Bio-Medical,Liste Complementaire,07,CONSOMMABLES UTILISES EN ODONTO-STOMATOLOGIE,07.13,AUTRES MATERIELS UTILISES EN STOMATOLOGIE,Crochet de Gillis double,---,---,Unité,AB,,False,84
Annexe 2 — Materiel Bio-Medical,Liste Complementaire,07,CONSOMMABLES UTILISES EN ODONTO-STOMATOLOGIE,07.13,AUTRES MATERIELS UTILISES EN STOMATOLOGIE,Crochet de Gillis simple,---,---,Unité,AB,,False,84
Annexe 2 — Materiel Bio-Medical,Liste Complementaire,07,CONSOMMABLES UTILISES EN ODONTO-STOMATOLOGIE,07.13,AUTRES MATERIELS UTILISES EN STOMATOLOGIE,Cupules métalliques (tailles différentes),---,---,Unité,AB,,False,84
Annexe 2 — Materiel Bio-Medical,Liste Complementaire,07,CONSOMMABLES UTILISES EN ODONTO-STOMATOLOGIE,07.13,AUTRES MATERIELS UTILISES EN STOMATOLOGIE,Curette de différentes tailles,---,---,Unité,AB,,False,84
Annexe 2 — Materiel Bio-Medical,Liste Complementaire,07,CONSOMMABLES UTILISES EN ODONTO-STOMATOLOGIE,07.13,AUTRES MATERIELS UTILISES EN STOMATOLOGIE,Curettes dentaires doubles de différentes tailles,---,---,Unité,AB,,False,84
Annexe 2 — Materiel Bio-Medical,Liste Complementaire,07,CONSOMMABLES UTILISES EN ODONTO-STOMATOLOGIE,07.13,AUTRES MATERIELS UTILISES EN STOMATOLOGIE,Davier à os,---,---,Unité,AB,,False,84
Annexe 2 — Materiel Bio-Medical,Liste Complementaire,07,CONSOMMABLES UTILISES EN ODONTO-STOMATOLOGIE,07.13,AUTRES MATERIELS UTILISES EN STOMATOLOGIE,Davier de Rowe et Kiley,---,---,Unité,AB,,False,84
Annexe 2 — Materiel Bio-Medical,Liste Complementaire,07,CONSOMMABLES UTILISES EN ODONTO-STOMATOLOGIE,07.13,AUTRES MATERIELS UTILISES EN STOMATOLOGIE,Décimètre,---,---,Unité,AB,,False,84
Annexe 2 — Materiel Bio-Medical,Liste Complementaire,07,CONSOMMABLES UTILISES EN ODONTO-STOMATOLOGIE,07.13,AUTRES MATERIELS UTILISES EN STOMATOLOGIE,Décolleur à dent d'Obwegeser,---,---,Unité,AB,,False,84
Annexe 2 — Materiel Bio-Medical,Liste Complementaire,07,CONSOMMABLES UTILISES EN ODONTO-STOMATOLOGIE,07.13,AUTRES MATERIELS UTILISES EN STOMATOLOGIE,Décolleur costal,---,---,Unité,AB,,False,84
Annexe 2 — Materiel Bio-Medical,Liste Complementaire,07,CONSOMMABLES UTILISES EN ODONTO-STOMATOLOGIE,07.13,AUTRES MATERIELS UTILISES EN STOMATOLOGIE,Décolleur courbe simple,---,---,Unité,AB,,False,84
Annexe 2 — Materiel Bio-Medical,Liste Complementaire,07,CONSOMMABLES UTILISES EN ODONTO-STOMATOLOGIE,07.13,AUTRES MATERIELS UTILISES EN STOMATOLOGIE,Décolleur d’Obwegeser (petit),---,---,Unité,AB,,False,84
Annexe 2 — Materiel Bio-Medical,Liste Complementaire,07,CONSOMMABLES UTILISES EN ODONTO-STOMATOLOGIE,07.13,AUTRES MATERIELS UTILISES EN STOMATOLOGIE,Décolleur d’Obwegeser (moyen),---,---,Unité,AB,,False,84
Annexe 2 — Materiel Bio-Medical,Liste Complementaire,07,CONSOMMABLES UTILISES EN ODONTO-STOMATOLOGIE,07.13,AUTRES MATERIELS UTILISES EN STOMATOLOGIE,Décolleur d’Obwegeser (grand),---,---,Unité,AB,,False,84
Annexe 2 — Materiel Bio-Medical,Liste Complementaire,07,CONSOMMABLES UTILISES EN ODONTO-STOMATOLOGIE,07.13,AUTRES MATERIELS UTILISES EN STOMATOLOGIE,Décolleur de branche montante,---,---,Unité,AB,,False,84
Annexe 2 — Materiel Bio-Medical,Liste Complementaire,07,CONSOMMABLES UTILISES EN ODONTO-STOMATOLOGIE,07.13,AUTRES MATERIELS UTILISES EN STOMATOLOGIE,Décolleur de différentes tailles,---,---,Unité,AB,,False,84
Annexe 2 — Materiel Bio-Medical,Liste Complementaire,07,CONSOMMABLES UTILISES EN ODONTO-STOMATOLOGIE,07.13,AUTRES MATERIELS UTILISES EN STOMATOLOGIE,Décolleur de Joseph,---,---,Unité,AB,,False,84
Annexe 2 — Materiel Bio-Medical,Liste Complementaire,07,CONSOMMABLES UTILISES EN ODONTO-STOMATOLOGIE,07.13,AUTRES MATERIELS UTILISES EN STOMATOLOGIE,Décolleur double courbe de Freer,---,---,Unité,AB,,False,84
Annexe 2 — Materiel Bio-Medical,Liste Complementaire,07,CONSOMMABLES UTILISES EN ODONTO-STOMATOLOGIE,07.13,AUTRES MATERIELS UTILISES EN STOMATOLOGIE,Décolleur double de Cottle,---,---,Unité,AB,,False,84
Annexe 2 — Materiel Bio-Medical,Liste Complementaire,07,CONSOMMABLES UTILISES EN ODONTO-STOMATOLOGIE,07.13,AUTRES MATERIELS UTILISES EN STOMATOLOGIE,Décolleur droit double de Freer,---,---,Unité,AB,,False,85
Annexe 2 — Materiel Bio-Medical,Liste Complementaire,07,CONSOMMABLES UTILISES EN ODONTO-STOMATOLOGIE,07.13,AUTRES MATERIELS UTILISES EN STOMATOLOGIE,Décolleur droit simple,---,---,Unité,AB,,False,85
Annexe 2 — Materiel Bio-Medical,Liste Complementaire,07,CONSOMMABLES UTILISES EN ODONTO-STOMATOLOGIE,07.13,AUTRES MATERIELS UTILISES EN STOMATOLOGIE,Dermatome électrique,---,---,Unité,AB,,False,85
Annexe 2 — Materiel Bio-Medical,Liste Complementaire,07,CONSOMMABLES UTILISES EN ODONTO-STOMATOLOGIE,07.13,AUTRES MATERIELS UTILISES EN STOMATOLOGIE,Ecarteur auto statique de Balfour (différente taille),---,---,Unité,AB,,False,85
Annexe 2 — Materiel Bio-Medical,Liste Complementaire,07,CONSOMMABLES UTILISES EN ODONTO-STOMATOLOGIE,07.13,AUTRES MATERIELS UTILISES EN STOMATOLOGIE,Ecarteur contre coude,---,---,Unité,AB,,False,85
Annexe 2 — Materiel Bio-Medical,Liste Complementaire,07,CONSOMMABLES UTILISES EN ODONTO-STOMATOLOGIE,07.13,AUTRES MATERIELS UTILISES EN STOMATOLOGIE,Ecarteur d'Aufricht,---,---,Unité,AB,,False,85
Annexe 2 — Materiel Bio-Medical,Liste Complementaire,07,CONSOMMABLES UTILISES EN ODONTO-STOMATOLOGIE,07.13,AUTRES MATERIELS UTILISES EN STOMATOLOGIE,Ecarteur de branche montante de la mandibule,---,---,Unité,AB,,False,85
Annexe 2 — Materiel Bio-Medical,Liste Complementaire,07,CONSOMMABLES UTILISES EN ODONTO-STOMATOLOGIE,07.13,AUTRES MATERIELS UTILISES EN STOMATOLOGIE,Ecarteur de cushing,---,---,Unité,AB,,False,85
Annexe 2 — Materiel Bio-Medical,Liste Complementaire,07,CONSOMMABLES UTILISES EN ODONTO-STOMATOLOGIE,07.13,AUTRES MATERIELS UTILISES EN STOMATOLOGIE,Ecarteur de Dott de différente taille,---,---,Unité,AB,,False,85
Annexe 2 — Materiel Bio-Medical,Liste Complementaire,07,CONSOMMABLES UTILISES EN ODONTO-STOMATOLOGIE,07.13,AUTRES MATERIELS UTILISES EN STOMATOLOGIE,Ecarteur de Farabeuf de différentes tailles,---,---,Unité,AB,,False,85
Annexe 2 — Materiel Bio-Medical,Liste Complementaire,07,CONSOMMABLES UTILISES EN ODONTO-STOMATOLOGIE,07.13,AUTRES MATERIELS UTILISES EN STOMATOLOGIE,"Ecarteur de Langenbeck (21,5 cm 11mm x 55mm)",---,---,Unité,AB,,False,85
Annexe 2 — Materiel Bio-Medical,Liste Complementaire,07,CONSOMMABLES UTILISES EN ODONTO-STOMATOLOGIE,07.13,AUTRES MATERIELS UTILISES EN STOMATOLOGIE,Ecarteur nasal de Killian,---,---,Unité,AB,,False,85
Annexe 2 — Materiel Bio-Medical,Liste Complementaire,07,CONSOMMABLES UTILISES EN ODONTO-STOMATOLOGIE,07.13,AUTRES MATERIELS UTILISES EN STOMATOLOGIE,Ecarteur type Obwegeser,---,---,Unité,AB,,False,85
Annexe 2 — Materiel Bio-Medical,Liste Complementaire,07,CONSOMMABLES UTILISES EN ODONTO-STOMATOLOGIE,07.13,AUTRES MATERIELS UTILISES EN STOMATOLOGIE,Elastique orthodontique,---,---,Unité,AB,,False,85
Annexe 2 — Materiel Bio-Medical,Liste Complementaire,07,CONSOMMABLES UTILISES EN ODONTO-STOMATOLOGIE,07.13,AUTRES MATERIELS UTILISES EN STOMATOLOGIE,Elévateur de Bernard droit,---,---,Unité,AB,,False,85
Annexe 2 — Materiel Bio-Medical,Liste Complementaire,07,CONSOMMABLES UTILISES EN ODONTO-STOMATOLOGIE,07.13,AUTRES MATERIELS UTILISES EN STOMATOLOGIE,Elévateur de Bernard gauche,---,---,Unité,AB,,False,85
Annexe 2 — Materiel Bio-Medical,Liste Complementaire,07,CONSOMMABLES UTILISES EN ODONTO-STOMATOLOGIE,07.13,AUTRES MATERIELS UTILISES EN STOMATOLOGIE,Elévateur dentaire coudé,---,---,Unité,AB,,False,85
Annexe 2 — Materiel Bio-Medical,Liste Complementaire,07,CONSOMMABLES UTILISES EN ODONTO-STOMATOLOGIE,07.13,AUTRES MATERIELS UTILISES EN STOMATOLOGIE,Elévateurs dentaire droit,---,---,Unité,AB,,False,85
Annexe 2 — Materiel Bio-Medical,Liste Complementaire,07,CONSOMMABLES UTILISES EN ODONTO-STOMATOLOGIE,07.13,AUTRES MATERIELS UTILISES EN STOMATOLOGIE,Exodont (luxateur) droit,---,---,Unité,AB,,False,85
Annexe 2 — Materiel Bio-Medical,Liste Complementaire,07,CONSOMMABLES UTILISES EN ODONTO-STOMATOLOGIE,07.13,AUTRES MATERIELS UTILISES EN STOMATOLOGIE,Exodont (luxateur) gauche,---,---,Unité,AB,,False,85
Annexe 2 — Materiel Bio-Medical,Liste Complementaire,07,CONSOMMABLES UTILISES EN ODONTO-STOMATOLOGIE,07.13,AUTRES MATERIELS UTILISES EN STOMATOLOGIE,Fil d’acier 3/10e souple,---,---,Unité,AB,,False,85
Annexe 2 — Materiel Bio-Medical,Liste Complementaire,07,CONSOMMABLES UTILISES EN ODONTO-STOMATOLOGIE,07.13,AUTRES MATERIELS UTILISES EN STOMATOLOGIE,Fil d’acier 4/10e souple,---,---,Unité,AB,,False,85
Annexe 2 — Materiel Bio-Medical,Liste Complementaire,07,CONSOMMABLES UTILISES EN ODONTO-STOMATOLOGIE,07.13,AUTRES MATERIELS UTILISES EN STOMATOLOGIE,Fil d’acier 5/10e souple,---,---,Unité,AB,,False,85
Annexe 2 — Materiel Bio-Medical,Liste Complementaire,07,CONSOMMABLES UTILISES EN ODONTO-STOMATOLOGIE,07.13,AUTRES MATERIELS UTILISES EN STOMATOLOGIE,Forets,---,---,Unité,AB,,False,85
Annexe 2 — Materiel Bio-Medical,Liste Complementaire,07,CONSOMMABLES UTILISES EN ODONTO-STOMATOLOGIE,07.13,AUTRES MATERIELS UTILISES EN STOMATOLOGIE,Fraise à os boules acier a rainures de tailles différentes,---,---,Unité,AB,,False,85
Annexe 2 — Materiel Bio-Medical,Liste Complementaire,07,CONSOMMABLES UTILISES EN ODONTO-STOMATOLOGIE,07.13,AUTRES MATERIELS UTILISES EN STOMATOLOGIE,Fraise extra coupante,---,---,Unité,AB,,False,85
Annexe 2 — Materiel Bio-Medical,Liste Complementaire,07,CONSOMMABLES UTILISES EN ODONTO-STOMATOLOGIE,07.13,AUTRES MATERIELS UTILISES EN STOMATOLOGIE,Fraises à os boules diamantées,---,---,Unité,AB,,False,85
Annexe 2 — Materiel Bio-Medical,Liste Complementaire,07,CONSOMMABLES UTILISES EN ODONTO-STOMATOLOGIE,07.13,AUTRES MATERIELS UTILISES EN STOMATOLOGIE,Haricot,---,---,Unité,AB,,False,85
Annexe 2 — Materiel Bio-Medical,Liste Complementaire,07,CONSOMMABLES UTILISES EN ODONTO-STOMATOLOGIE,07.13,AUTRES MATERIELS UTILISES EN STOMATOLOGIE,"Lame malléable petite, moyenne et grande",---,---,Unité,AB,,False,85
Annexe 2 — Materiel Bio-Medical,Liste Complementaire,07,CONSOMMABLES UTILISES EN ODONTO-STOMATOLOGIE,07.13,AUTRES MATERIELS UTILISES EN STOMATOLOGIE,Levier dissecteur,---,---,Unité,AB,,False,85
Annexe 2 — Materiel Bio-Medical,Liste Complementaire,07,CONSOMMABLES UTILISES EN ODONTO-STOMATOLOGIE,07.13,AUTRES MATERIELS UTILISES EN STOMATOLOGIE,Manche de bistouri long n°7,---,---,Unité,AB,,False,85
