annexe,liste,section_code,section,sous_section_code,sous_section,designation,dosage,voie,forme,niveau,categorisation,usage_pediatrique,page_pdf
Annexe 1 — Medicaments Essentiels,Liste Principale,01,ANALGÉSIQUES,01.01,ANALGESIQUES ANTIPYRETIQUES,Acétylsalicylate de lysine,500/5 ml,Parentérale,Poudre pour préparation injectable,ABCD,,False,9
Annexe 1 — Medicaments Essentiels,Liste Principale,01,ANALGÉSIQUES,01.01,ANALGESIQUES ANTIPYRETIQUES,Acide acétylsalicylique,100 mg,Orale,Comprimé,ABCDE,,True,9
Annexe 1 — Medicaments Essentiels,Liste Principale,01,ANALGÉSIQUES,01.01,ANALGESIQUES ANTIPYRETIQUES,Métamizole,"0,5 g/ml",Parentérale,Solution injectable,ABCD,,False,9
Annexe 1 — Medicaments Essentiels,Liste Principale,01,ANALGÉSIQUES,01.01,ANALGESIQUES ANTIPYRETIQUES,Métamizole,500 mg,Orale,Comprimé,ABCD,,False,9
Annexe 1 — Medicaments Essentiels,Liste Principale,01,ANALGÉSIQUES,01.01,ANALGESIQUES ANTIPYRETIQUES,Paracétamol,125 mg/5 ml,Orale,Sirop,ABCDE,,True,9
Annexe 1 — Medicaments Essentiels,Liste Principale,01,ANALGÉSIQUES,01.01,ANALGESIQUES ANTIPYRETIQUES,Paracétamol,150 mg,Rectale,Suppositoire,ABCDE,,True,9
Annexe 1 — Medicaments Essentiels,Liste Principale,01,ANALGÉSIQUES,01.01,ANALGESIQUES ANTIPYRETIQUES,Paracétamol,500 mg/100 ml,Parentérale,Solution injectable,ABCD,,True,9
Annexe 1 — Medicaments Essentiels,Liste Principale,01,ANALGÉSIQUES,01.01,ANALGESIQUES ANTIPYRETIQUES,Paracétamol,250 mg,Orale,Poudre en sachet,ABCDE,,True,9
Annexe 1 — Medicaments Essentiels,Liste Principale,01,ANALGÉSIQUES,01.01,ANALGESIQUES ANTIPYRETIQUES,Paracétamol,80 mg,Orale,Poudre en sachet,ABCDE,,True,9
Annexe 1 — Medicaments Essentiels,Liste Principale,01,ANALGÉSIQUES,01.01,ANALGESIQUES ANTIPYRETIQUES,Paracétamol,1000 mg/100 ml,Parentérale,Solution injectable,ABCD,,False,9
Annexe 1 — Medicaments Essentiels,Liste Principale,01,ANALGÉSIQUES,01.01,ANALGESIQUES ANTIPYRETIQUES,Paracétamol,300 mg,Rectale,Suppositoire,ABCDE,,True,9
Annexe 1 — Medicaments Essentiels,Liste Principale,01,ANALGÉSIQUES,01.01,ANALGESIQUES ANTIPYRETIQUES,Paracétamol,80 mg,Rectale,Suppositoire,ABCDE,,True,9
Annexe 1 — Medicaments Essentiels,Liste Principale,01,ANALGÉSIQUES,01.01,ANALGESIQUES ANTIPYRETIQUES,Paracétamol,1000 mg,Orale,Comprimé,ABCDE,,False,9
Annexe 1 — Medicaments Essentiels,Liste Principale,01,ANALGÉSIQUES,01.01,ANALGESIQUES ANTIPYRETIQUES,Paracétamol,200 mg,Rectale,Suppositoire,ABCDE,,True,9
Annexe 1 — Medicaments Essentiels,Liste Principale,01,ANALGÉSIQUES,01.01,ANALGESIQUES ANTIPYRETIQUES,Paracétamol,500 mg,Orale,Comprimé,ABCDE,,False,9
Annexe 1 — Medicaments Essentiels,Liste Principale,01,ANALGÉSIQUES,01.02,ANALGÉSIQUES NARCOTIQUES,Fentanyl,"0,5 mg/10 ml",Parentérale,Solution injectable,AB,,False,9
Annexe 1 — Medicaments Essentiels,Liste Principale,01,ANALGÉSIQUES,01.02,ANALGÉSIQUES NARCOTIQUES,Fentanyl,"0,1 mg/2ml",Parentérale,Solution injectable,AB,,False,9
Annexe 1 — Medicaments Essentiels,Liste Principale,01,ANALGÉSIQUES,01.02,ANALGÉSIQUES NARCOTIQUES,Morphine chlorhydrate,10 mg/ml,Parentérale,Solution injectable,AB,,False,9
Annexe 1 — Medicaments Essentiels,Liste Principale,01,ANALGÉSIQUES,01.02,ANALGÉSIQUES NARCOTIQUES,Morphine sulfate,10 mg LP,Orale,Comprimé,AB,,False,9
Annexe 1 — Medicaments Essentiels,Liste Principale,01,ANALGÉSIQUES,01.02,ANALGÉSIQUES NARCOTIQUES,Morphine sulfate ou chlorhydrate,----,Orale,Poudre,AB,,False,9
Annexe 1 — Medicaments Essentiels,Liste Principale,01,ANALGÉSIQUES,01.02,ANALGÉSIQUES NARCOTIQUES,Péthidine,100 mg/2 ml,Parentérale,Solution injectable,AB,,False,9
Annexe 1 — Medicaments Essentiels,Liste Principale,01,ANALGÉSIQUES,01.03,ANALGÉSIQUES OPIOIDES FAIBLES,Paracétamol + Codéine,400 mg + 20 mg,Orale,Comprimé,ABCD,,False,9
Annexe 1 — Medicaments Essentiels,Liste Principale,01,ANALGÉSIQUES,01.03,ANALGÉSIQUES OPIOIDES FAIBLES,Paracétamol + Caféine,500 mg + 50 mg,Orale,Comprimé,ABCD,,False,9
Annexe 1 — Medicaments Essentiels,Liste Principale,01,ANALGÉSIQUES,01.03,ANALGÉSIQUES OPIOIDES FAIBLES,Tramadol,100 mg/2ml,Parentérale,Solution injectable,ABC,,False,9
Annexe 1 — Medicaments Essentiels,Liste Principale,01,ANALGÉSIQUES,01.03,ANALGÉSIQUES OPIOIDES FAIBLES,Tramadol,50 mg,Orale,Comprimé,ABC,,False,9
Annexe 1 — Medicaments Essentiels,Liste Principale,01,ANALGÉSIQUES,01.03,ANALGÉSIQUES OPIOIDES FAIBLES,Tramadol,100 mg,Orale,Comprimé LP,ABC,,False,9
Annexe 1 — Medicaments Essentiels,Liste Principale,01,ANALGÉSIQUES,01.04,ANALGÉSIQUES OPIOIDES FORTS,Nalbuphine,20 mg / 2ml,Parentérale,Solution injectable,A,,False,9
Annexe 1 — Medicaments Essentiels,Liste Principale,01,ANALGÉSIQUES,01.05,ANALGÉSIQUES NON OPIOIDES,Néfopam,20 mg/2ml,Parentérale,Solution injectable,ABC,,False,9
Annexe 1 — Medicaments Essentiels,Liste Principale,02,ANESTHÉSIQUES,02.01,ADJUVANTS DE L’ANESTHÉSIE,Atropine Sulfate,"0,25 mg/ml",Parentérale,Solution injectable,AB,,False,9
Annexe 1 — Medicaments Essentiels,Liste Principale,02,ANESTHÉSIQUES,02.01,ADJUVANTS DE L’ANESTHÉSIE,Atropine Sulfate,"0,5 mg/ml",Parentérale,Solution injectable,AB,,False,9
Annexe 1 — Medicaments Essentiels,Liste Principale,02,ANESTHÉSIQUES,02.01,ADJUVANTS DE L’ANESTHÉSIE,Diazépam,10 mg/ml,Parentérale,Solution injectable,ABC,,False,9
Annexe 1 — Medicaments Essentiels,Liste Principale,02,ANESTHÉSIQUES,02.01,ADJUVANTS DE L’ANESTHÉSIE,Ephédrine,3%,Parentérale,Solution injectable,AB,,False,9
Annexe 1 — Medicaments Essentiels,Liste Principale,02,ANESTHÉSIQUES,02.01,ADJUVANTS DE L’ANESTHÉSIE,Etiléfrine,3%,Parentérale,Solution injectable,AB,,False,9
Annexe 1 — Medicaments Essentiels,Liste Principale,02,ANESTHÉSIQUES,02.01,ADJUVANTS DE L’ANESTHÉSIE,Hydroxyzine,100 mg,Parentérale,Solution injectable,AB,,False,9
Annexe 1 — Medicaments Essentiels,Liste Principale,02,ANESTHÉSIQUES,02.01,ADJUVANTS DE L’ANESTHÉSIE,Midazolam,1 mg/ml,Parentérale,Solution injectable,ABC,,False,9
Annexe 1 — Medicaments Essentiels,Liste Principale,02,ANESTHÉSIQUES,02.01,ADJUVANTS DE L’ANESTHÉSIE,Midazolam,5 mg/ml,Parentérale,Solution injectable,AB,,False,9
Annexe 1 — Medicaments Essentiels,Liste Principale,02,ANESTHÉSIQUES,02.02,ANESTHÉSIQUES GÉNÉRAUX,Isoflurane,1 ml/ml,Pulmonaire,Solution pour inhalation,AB,,False,9
Annexe 1 — Medicaments Essentiels,Liste Principale,02,ANESTHÉSIQUES,02.02,ANESTHÉSIQUES GÉNÉRAUX,Kétamine,10 mg/ml,Parentérale,Solution injectable,AB,,False,9
Annexe 1 — Medicaments Essentiels,Liste Principale,02,ANESTHÉSIQUES,02.02,ANESTHÉSIQUES GÉNÉRAUX,Kétamine,250 mg/5 ml,Parentérale,Solution injectable,AB,,False,9
Annexe 1 — Medicaments Essentiels,Liste Principale,02,ANESTHÉSIQUES,02.02,ANESTHÉSIQUES GÉNÉRAUX,Kétamine,50 mg/ml,Parentérale,Solution injectable,AB,,False,10
Annexe 1 — Medicaments Essentiels,Liste Principale,02,ANESTHÉSIQUES,02.02,ANESTHÉSIQUES GÉNÉRAUX,Propofol,1%,Parentérale,Solution injectable,AB,,False,10
Annexe 1 — Medicaments Essentiels,Liste Principale,02,ANESTHÉSIQUES,02.02,ANESTHÉSIQUES GÉNÉRAUX,Sévoflurane,1 ml/ml,Pulmonaire,Solution pour inhalation,AB,,False,10
Annexe 1 — Medicaments Essentiels,Liste Principale,02,ANESTHÉSIQUES,02.02,ANESTHÉSIQUES GÉNÉRAUX,Thiopental,500 mg/20 ml,Parentérale,Poudre pour préparation injectable,AB,,False,10
Annexe 1 — Medicaments Essentiels,Liste Principale,02,ANESTHÉSIQUES,02.03,ANESTHÉSIQUES LOCAUX,Bupivacaïne,"0,50%",Parentérale,Solution injectable,AB,,False,10
Annexe 1 — Medicaments Essentiels,Liste Principale,02,ANESTHÉSIQUES,02.03,ANESTHÉSIQUES LOCAUX,Bupivacaïne,"0,25%",Parentérale,Solution injectable,AB,,False,10
Annexe 1 — Medicaments Essentiels,Liste Principale,02,ANESTHÉSIQUES,02.03,ANESTHÉSIQUES LOCAUX,Bupivacaïne + Adrénaline,"0,50%",Parentérale,Solution injectable,AB,,False,10
Annexe 1 — Medicaments Essentiels,Liste Principale,02,ANESTHÉSIQUES,02.03,ANESTHÉSIQUES LOCAUX,Lévobupivacaïne,"0,30%",Parentérale,Solution injectable,AB,,False,10
Annexe 1 — Medicaments Essentiels,Liste Principale,02,ANESTHÉSIQUES,02.03,ANESTHÉSIQUES LOCAUX,Lévobupivacaïne,"0,50%",Parentérale,Solution injectable,AB,,False,10
Annexe 1 — Medicaments Essentiels,Liste Principale,02,ANESTHÉSIQUES,02.03,ANESTHÉSIQUES LOCAUX,Lidocaïne,1%,Parentérale,Solution injectable,ABCD,,False,10
Annexe 1 — Medicaments Essentiels,Liste Principale,02,ANESTHÉSIQUES,02.03,ANESTHÉSIQUES LOCAUX,Lidocaïne,2%,Parentérale,Solution injectable,ABCD,,False,10
Annexe 1 — Medicaments Essentiels,Liste Principale,02,ANESTHÉSIQUES,02.03,ANESTHÉSIQUES LOCAUX,Lidocaïne (Dentaire),2%,Parentérale,Solution injectable,ABC,,False,10
Annexe 1 — Medicaments Essentiels,Liste Principale,02,ANESTHÉSIQUES,02.03,ANESTHÉSIQUES LOCAUX,Lidocaïne + Adrénaline (Dentaire),2% (400 mg + 100µg/20 ml),Parentérale,Solution injectable,ABC,,False,10
Annexe 1 — Medicaments Essentiels,Liste Principale,02,ANESTHÉSIQUES,02.03,ANESTHÉSIQUES LOCAUX,Lidocaïne + Prilocaïne,5% (25mg + 25mg),Transdermique,Patch,AB,,False,10
Annexe 1 — Medicaments Essentiels,Liste Principale,02,ANESTHÉSIQUES,02.03,ANESTHÉSIQUES LOCAUX,Lidocaïne + Prilocaïne,5% (750 mg + 750 mg),Parentérale,Solution injectable,AB,,False,10
Annexe 1 — Medicaments Essentiels,Liste Principale,02,ANESTHÉSIQUES,02.03,ANESTHÉSIQUES LOCAUX,Lidocaïne Visqueuse,2%,Locale,Gel oral,ABCD,,False,10
Annexe 1 — Medicaments Essentiels,Liste Principale,02,ANESTHÉSIQUES,02.03,ANESTHÉSIQUES LOCAUX,Mépivacaïne,3%,Parentérale,Solution en carpule,ABC,,False,10
Annexe 1 — Medicaments Essentiels,Liste Principale,02,ANESTHÉSIQUES,02.03,ANESTHÉSIQUES LOCAUX,Ropivacaine,2 mg/ml,Parentérale,Solution injectable,AB,,False,10
Annexe 1 — Medicaments Essentiels,Liste Principale,02,ANESTHÉSIQUES,02.03,ANESTHÉSIQUES LOCAUX,Ropivacaine,"7,5 mg/ml",Parentérale,Solution injectable,AB,,False,10
Annexe 1 — Medicaments Essentiels,Liste Principale,02,ANESTHÉSIQUES,02.03,ANESTHÉSIQUES LOCAUX ANESTHÉSIQUES PAR INHALATION ET GAZ MEDICAUX,Dioxygène-Protoxyde D'azote,50 % / 50 %,Pulmonaire,Solution pour inhalation,AB,,False,10
Annexe 1 — Medicaments Essentiels,Liste Principale,02,ANESTHÉSIQUES,02.03,ANESTHÉSIQUES LOCAUX ANESTHÉSIQUES PAR INHALATION ET GAZ MEDICAUX (MEOPA),Oxygène,----,Pulmonaire,Gaz pour inhalation,ABCD,,False,10
Annexe 1 — Medicaments Essentiels,Liste Principale,02,ANESTHÉSIQUES,02.05,CURARISANTS ET AUTRES,Besilate D’Atracurium,1%,Parentérale,Solution injectable,AB,,False,10
Annexe 1 — Medicaments Essentiels,Liste Principale,02,ANESTHÉSIQUES,02.05,CURARISANTS ET AUTRES,Pancuronium,4 mg/2 ml,Parentérale,Solution injectable,AB,,False,10
Annexe 1 — Medicaments Essentiels,Liste Principale,02,ANESTHÉSIQUES,02.05,CURARISANTS ET AUTRES,Suxaméthonium,10 mg/ml,Parentérale,Solution injectable,AB,,False,10
Annexe 1 — Medicaments Essentiels,Liste Principale,02,ANESTHÉSIQUES,02.05,CURARISANTS ET AUTRES,Suxaméthonium,50 mg/ml,Parentérale,Solution injectable,AB,,False,10
Annexe 1 — Medicaments Essentiels,Liste Principale,02,ANESTHÉSIQUES,02.05,CURARISANTS ET AUTRES,Vécuronium Bromure,4 mg/ml,Parentérale,Solution injectable,AB,,False,10
Annexe 1 — Medicaments Essentiels,Liste Principale,02,ANESTHÉSIQUES,02.06,DÉCURARISANTS,Néostigmine,1 mg/ml,Parentérale,Solution injectable,AB,,False,10
Annexe 1 — Medicaments Essentiels,Liste Principale,02,ANESTHÉSIQUES,02.06,DÉCURARISANTS,Néostigmine,"0,5 mg/ml",Parentérale,Solution injectable,AB,,False,10
Annexe 1 — Medicaments Essentiels,Liste Principale,03,ANTIALLERGIQUES,,,Cétirizine,10 mg,Orale,Comprimé,ABCD,,False,10
Annexe 1 — Medicaments Essentiels,Liste Principale,03,ANTIALLERGIQUES,,,Desloratadine,"0,5 mg/ml",Orale,Sirop,ABCD,,True,10
Annexe 1 — Medicaments Essentiels,Liste Principale,03,ANTIALLERGIQUES,,,Desloratadine,5 mg,Orale,Comprimé,ABCD,,False,10
Annexe 1 — Medicaments Essentiels,Liste Principale,03,ANTIALLERGIQUES,,,Dexchlorphéniramine,5 mg/1 ml,Parentérale,Solution injectable,ABC,,False,10
Annexe 1 — Medicaments Essentiels,Liste Principale,03,ANTIALLERGIQUES,,,Dexchlorphéniramine,2 mg,Orale,Comprimé,ABCD,,False,10
Annexe 1 — Medicaments Essentiels,Liste Principale,03,ANTIALLERGIQUES,,,Dexchlorphéniramine,"0,01%",Orale,Sirop,ABCD,,False,10
Annexe 1 — Medicaments Essentiels,Liste Principale,03,ANTIALLERGIQUES,,,Hydroxyzine,25 mg,Orale,Comprimé,ABCD,,False,10
Annexe 1 — Medicaments Essentiels,Liste Principale,03,ANTIALLERGIQUES,,,Méquitazine,"0,5 mg/ml",Orale,Sirop,ABCD,,True,10
Annexe 1 — Medicaments Essentiels,Liste Principale,03,ANTIALLERGIQUES,,,Méquitazine,5 mg,Orale,Comprimé,ABCD,,False,10
Annexe 1 — Medicaments Essentiels,Liste Principale,03,ANTIALLERGIQUES,,,Méquitazine,10 mg,Orale,Comprimé,ABCD,,False,10
Annexe 1 — Medicaments Essentiels,Liste Principale,03,ANTIALLERGIQUES,,,Prométhazine,1 mg/ml,Orale,Sirop,ABCD,,True,10
Annexe 1 — Medicaments Essentiels,Liste Principale,03,ANTIALLERGIQUES,,,Prométhazine,25 mg/ml,Parentérale,Solution Injectable,ABC,,False,10
Annexe 1 — Medicaments Essentiels,Liste Principale,04,ANTIDOTES,,,Bleu de méthylène,50 mg,Parentérale,Solution injectable,AB,,False,10
Annexe 1 — Medicaments Essentiels,Liste Principale,04,ANTIDOTES,,,Charbon végétal,----,Orale,Comprimé,ABCDE,,False,10
Annexe 1 — Medicaments Essentiels,Liste Principale,04,ANTIDOTES,,,Ethanol,1g/ml,Parentérale,Solution injectable,AB,,False,10
Annexe 1 — Medicaments Essentiels,Liste Principale,04,ANTIDOTES,,,Flumazénil,"0,5 mg/5 ml",Parentérale,Solution injectable,AB,,False,11
Annexe 1 — Medicaments Essentiels,Liste Principale,04,ANTIDOTES,,,N Acétylcystéine,5 g/25 ml,Parentérale,Solution injectable,AB,,False,11
Annexe 1 — Medicaments Essentiels,Liste Principale,04,ANTIDOTES,,,Nalorphine,10 mg/2 ml,Parentérale,Solution injectable,AB,,False,11
Annexe 1 — Medicaments Essentiels,Liste Principale,04,ANTIDOTES,,,Naloxone,"0,4 mg/ml",Parentérale,Solution injectable,AB,,False,11
Annexe 1 — Medicaments Essentiels,Liste Principale,04,ANTIDOTES,,,Protamine,50mg/5ml,Parentérale,Solution injectable,AB,,False,11
Annexe 1 — Medicaments Essentiels,Liste Principale,05,ANTIINFECTIEUX,05.01,ANTIAMIBIENS,Métronidazole,250 mg,Orale,Comprimé,ABCD,,False,11
Annexe 1 — Medicaments Essentiels,Liste Principale,05,ANTIINFECTIEUX,05.01,ANTIAMIBIENS,Métronidazole,500 mg/100 ml,Parentérale,Solution injectable,ABC,,False,11
Annexe 1 — Medicaments Essentiels,Liste Principale,05,ANTIINFECTIEUX,05.01,ANTIAMIBIENS,Métronidazole,125 mg/5 ml,Orale,Suspension buvable,ABCD,,True,11
Annexe 1 — Medicaments Essentiels,Liste Principale,05,ANTIINFECTIEUX,05.01,ANTIAMIBIENS,Métronidazole,500 mg,Orale,Comprimé,ABCD,,False,11
Annexe 1 — Medicaments Essentiels,Liste Principale,05,ANTIINFECTIEUX,05.01,ANTIAMIBIENS,Métronidazole,500 mg,Vaginale,Ovule,ABCD,,False,11
Annexe 1 — Medicaments Essentiels,Liste Principale,05,ANTIINFECTIEUX,05.02,ANTIBIOTIQUES,Amikacine,500 mg,Parentérale,Poudre pour préparation injectable,A,Surveillance,False,11
Annexe 1 — Medicaments Essentiels,Liste Principale,05,ANTIINFECTIEUX,05.02,ANTIBIOTIQUES,Amikacine,1g,Parentérale,Poudre pour préparation injectable,A,Surveillance,False,11
Annexe 1 — Medicaments Essentiels,Liste Principale,05,ANTIINFECTIEUX,05.02,ANTIBIOTIQUES,Amoxicilline,125 mg/5 ml,Orale,Poudre pour suspension buvable,ABCD,Accès,True,11
Annexe 1 — Medicaments Essentiels,Liste Principale,05,ANTIINFECTIEUX,05.02,ANTIBIOTIQUES,Amoxicilline,250 mg/5ml,Orale,Poudre pour suspension buvable,ABCD,Accès,True,11
Annexe 1 — Medicaments Essentiels,Liste Principale,05,ANTIINFECTIEUX,05.02,ANTIBIOTIQUES,Amoxicilline,500 mg/5 ml,Orale,Poudre pour suspension buvable,ABCD,Accès,True,11
Annexe 1 — Medicaments Essentiels,Liste Principale,05,ANTIINFECTIEUX,05.02,ANTIBIOTIQUES,Amoxicilline,500 mg,Orale,Gélule,ABCD,Accès,False,11
Annexe 1 — Medicaments Essentiels,Liste Principale,05,ANTIINFECTIEUX,05.02,ANTIBIOTIQUES,Amoxicilline,1 g,Parentérale,Poudre pour préparation injectable,ABCD,Accès,False,11
Annexe 1 — Medicaments Essentiels,Liste Principale,05,ANTIINFECTIEUX,05.02,ANTIBIOTIQUES,Amoxicilline,500 mg,Parentérale,Poudre pour préparation injectable,ABCD,Accès,False,11
Annexe 1 — Medicaments Essentiels,Liste Principale,05,ANTIINFECTIEUX,05.02,ANTIBIOTIQUES,Amoxicilline + Acide clavulanique,"100 mg + 12,5 mg/ml",Orale,Poudre pour suspension buvable,ABC,Accès,True,11
Annexe 1 — Medicaments Essentiels,Liste Principale,05,ANTIINFECTIEUX,05.02,ANTIBIOTIQUES,Amoxicilline + Acide clavulanique,"250 mg + 31,25 mg/5ml",Orale,Poudre pour suspension buvable,ABC,Accès,True,11
Annexe 1 — Medicaments Essentiels,Liste Principale,05,ANTIINFECTIEUX,05.02,ANTIBIOTIQUES,Amoxicilline + Acide clavulanique,1 g + 200 mg,Parentérale,Poudre pour préparation injectable,ABC,Accès,False,11
Annexe 1 — Medicaments Essentiels,Liste Principale,05,ANTIINFECTIEUX,05.02,ANTIBIOTIQUES,Amoxicilline + Acide clavulanique,"500 mg + 62,5 mg",Parentérale,Poudre pour préparation injectable,ABC,Accès,False,11
Annexe 1 — Medicaments Essentiels,Liste Principale,05,ANTIINFECTIEUX,05.02,ANTIBIOTIQUES,Ampicilline,1 g,Parentérale,Poudre pour préparation injectable,ABCD,Accès,False,11
Annexe 1 — Medicaments Essentiels,Liste Principale,05,ANTIINFECTIEUX,05.02,ANTIBIOTIQUES,Azithromycine,250 mg,Orale,Comprimé,ABC,Surveillance,False,11
Annexe 1 — Medicaments Essentiels,Liste Principale,05,ANTIINFECTIEUX,05.02,ANTIBIOTIQUES,Azithromycine,200mg/5ml 15 ml,Orale,Poudre pour suspension buvable,ABCD,Surveillance,True,11
Annexe 1 — Medicaments Essentiels,Liste Principale,05,ANTIINFECTIEUX,05.02,ANTIBIOTIQUES,Azithromycine,"200mg/5ml 22,5 ml",Orale,Poudre pour suspension buvable,ABCD,Surveillance,True,11
Annexe 1 — Medicaments Essentiels,Liste Principale,05,ANTIINFECTIEUX,05.02,ANTIBIOTIQUES,Azithromycine,500 mg,Orale,Comprimé,ABC,Surveillance,False,11
Annexe 1 — Medicaments Essentiels,Liste Principale,05,ANTIINFECTIEUX,05.02,ANTIBIOTIQUES,Benzathine benzylpénicilline,"1,2 MUI",Parentérale,Poudre pour préparation injectable,ABCD,Accès,True,11
Annexe 1 — Medicaments Essentiels,Liste Principale,05,ANTIINFECTIEUX,05.02,ANTIBIOTIQUES,Benzathine benzylpénicilline,"2,4 MUI",Parentérale,Poudre pour préparation injectable,ABCD,Accès,False,11
Annexe 1 — Medicaments Essentiels,Liste Principale,05,ANTIINFECTIEUX,05.02,ANTIBIOTIQUES,Benzylpénicilline,1 000 000 UI,Parentérale,Poudre pour préparation injectable,ABCD,Accès,False,11
Annexe 1 — Medicaments Essentiels,Liste Principale,05,ANTIINFECTIEUX,05.02,ANTIBIOTIQUES,Benzylpénicilline,5 000 000 UI,Parentérale,Poudre pour préparation injectable,ABCD,Accès,False,11
Annexe 1 — Medicaments Essentiels,Liste Principale,05,ANTIINFECTIEUX,05.02,ANTIBIOTIQUES,Céfadroxyl,250 mg/5 ml,Orale,Poudre pour suspension buvable,ABCD,Accès,True,11
Annexe 1 — Medicaments Essentiels,Liste Principale,05,ANTIINFECTIEUX,05.02,ANTIBIOTIQUES,Céfalexine,250 mg/5 ml,Orale,Poudre pour suspension buvable,ABCD,Accès,True,12
Annexe 1 — Medicaments Essentiels,Liste Principale,05,ANTIINFECTIEUX,05.02,ANTIBIOTIQUES,Céfapirine,1 g,Parentérale,Poudre pour préparation injectable,ABC,Accès,False,12
Annexe 1 — Medicaments Essentiels,Liste Principale,05,ANTIINFECTIEUX,05.02,ANTIBIOTIQUES,Céfixime,40 mg/5 ml,Orale,Poudre pour suspension buvable,ABC,Surveillance,True,12
Annexe 1 — Medicaments Essentiels,Liste Principale,05,ANTIINFECTIEUX,05.02,ANTIBIOTIQUES,Céfixime,100 mg/5 ml,Orale,Poudre pour suspension buvable,ABC,Surveillance,True,12
Annexe 1 — Medicaments Essentiels,Liste Principale,05,ANTIINFECTIEUX,05.02,ANTIBIOTIQUES,Céfixime,200 mg,Orale,Comprimé,ABC,Surveillance,False,12
Annexe 1 — Medicaments Essentiels,Liste Principale,05,ANTIINFECTIEUX,05.02,ANTIBIOTIQUES,Céfotaxime,1 g,Parentérale,Poudre pour préparation injectable,AB,Surveillance,False,12
Annexe 1 — Medicaments Essentiels,Liste Principale,05,ANTIINFECTIEUX,05.02,ANTIBIOTIQUES,Céfradine,500 mg,Orale,Gélule,A,Accès,False,12
Annexe 1 — Medicaments Essentiels,Liste Principale,05,ANTIINFECTIEUX,05.02,ANTIBIOTIQUES,Ceftriaxone,1 g,Parentérale,Poudre pour préparation injectable,ABC,Surveillance,False,12
Annexe 1 — Medicaments Essentiels,Liste Principale,05,ANTIINFECTIEUX,05.02,ANTIBIOTIQUES,Ceftriaxone,250 mg,Parentérale,Poudre pour préparation injectable,ABC,Surveillance,False,12
Annexe 1 — Medicaments Essentiels,Liste Principale,05,ANTIINFECTIEUX,05.02,ANTIBIOTIQUES,Ceftriaxone,500 mg,Parentérale,Poudre pour préparation injectable,ABC,Surveillance,False,12
Annexe 1 — Medicaments Essentiels,Liste Principale,05,ANTIINFECTIEUX,05.02,ANTIBIOTIQUES,Céfuroxime,250 mg/5 ml,Orale,Poudre pour suspension buvable,ABC,Surveillance,False,12
Annexe 1 — Medicaments Essentiels,Liste Principale,05,ANTIINFECTIEUX,05.02,ANTIBIOTIQUES,Céfuroxime,750 mg,Parentérale,Poudre pour préparation injectable,ABC,Surveillance,False,12
Annexe 1 — Medicaments Essentiels,Liste Principale,05,ANTIINFECTIEUX,05.02,ANTIBIOTIQUES,Ciprofloxacine,250 mg,Orale,Comprimé,ABC,Surveillance,False,12
Annexe 1 — Medicaments Essentiels,Liste Principale,05,ANTIINFECTIEUX,05.02,ANTIBIOTIQUES,Ciprofloxacine,500 mg,Orale,Comprimé,ABC,Surveillance,False,12
Annexe 1 — Medicaments Essentiels,Liste Principale,05,ANTIINFECTIEUX,05.02,ANTIBIOTIQUES,Clarythromicine,250 mg,Orale,Comprimé,ABC,Surveillance,False,12
Annexe 1 — Medicaments Essentiels,Liste Principale,05,ANTIINFECTIEUX,05.02,ANTIBIOTIQUES,Clarythromicine,500 mg,Orale,Comprimé,ABC,Surveillance,False,12
Annexe 1 — Medicaments Essentiels,Liste Principale,05,ANTIINFECTIEUX,05.02,ANTIBIOTIQUES,Clindamycine,300 mg,Orale,Gélule,ABC,Surveillance,False,12
Annexe 1 — Medicaments Essentiels,Liste Principale,05,ANTIINFECTIEUX,05.02,ANTIBIOTIQUES,Colistine,500 000 UI,Parentérale,Poudre pour préparation injectable,A,Réserve,False,12
Annexe 1 — Medicaments Essentiels,Liste Principale,05,ANTIINFECTIEUX,05.02,ANTIBIOTIQUES,Colistine,1 MUI,Parentérale,Poudre pour préparation injectable,A,Réserve,False,12
Annexe 1 — Medicaments Essentiels,Liste Principale,05,ANTIINFECTIEUX,05.02,ANTIBIOTIQUES,Doxycycline,100 mg,Orale,Comprimé,ABC,Accès,False,12
Annexe 1 — Medicaments Essentiels,Liste Principale,05,ANTIINFECTIEUX,05.02,ANTIBIOTIQUES,Doxycycline,200 mg,Orale,Comprimé,ABC,Accès,False,12
Annexe 1 — Medicaments Essentiels,Liste Principale,05,ANTIINFECTIEUX,05.02,ANTIBIOTIQUES,Erythromycine,125 mg,Orale,Poudre en sachet,ABCD,Accès,True,12
Annexe 1 — Medicaments Essentiels,Liste Principale,05,ANTIINFECTIEUX,05.02,ANTIBIOTIQUES,Erythromycine,250 mg,Orale,Poudre en sachet,ABCD,Accès,False,12
Annexe 1 — Medicaments Essentiels,Liste Principale,05,ANTIINFECTIEUX,05.02,ANTIBIOTIQUES,Erythromycine,500 mg,Orale,Comprimé,ABCD,Accès,False,12
Annexe 1 — Medicaments Essentiels,Liste Principale,05,ANTIINFECTIEUX,05.02,ANTIBIOTIQUES,Flucloxacilline,250 mg,Orale,Poudre pour suspension buvable,ABCD,Accès,True,12
Annexe 1 — Medicaments Essentiels,Liste Principale,05,ANTIINFECTIEUX,05.02,ANTIBIOTIQUES,Gentamicine,10 mg/ml,Parentérale,Solution injectable,ABC,Accès,False,12
