code_prix,panier,rang_source,libelle_source,nom_commercial_presume,dosage_presume,forme_normalisee,conditionnement_source,conditionnement_qte,conditionnement_unite,prix_homologue,devise,dci_code,medicament_id,source_code,reference_reglementaire,date_effet,date_fin,date_extraction,statut_validation,niveau_confiance,libelle_incomplet
PRIX-CMU-DIABETE-034,DIABETE,34,"METFORMIN-DENK 1000 MG COMPRIME, BOÎTE DE 30",METFORMIN-DENK,1000 MG,comprime,BOITE DE 30,30,unite,2617.27,XOF,,,CNAM_CMU,Décision n°0016/AIRP/DG du 29 septembre 2025,2025-09-29,,2026-08-22,source_externe_non_validee,3,false
PRIX-CMU-DIABETE-035,DIABETE,35,"METFORMINE BIOGARAN 1000 MG COMPRIME PELLICULE, BOÎTE DE 30",METFORMINE BIOGARAN,1000 MG,comprime_pellicule,BOITE DE 30,30,unite,2089.69,XOF,,,CNAM_CMU,Décision n°0016/AIRP/DG du 29 septembre 2025,2025-09-29,,2026-08-22,source_externe_non_validee,3,false
PRIX-CMU-DIABETE-036,DIABETE,36,"METFORMIN-DENK 500 MG COMPRIME PELLICULE, BOÎTE DE 100",METFORMIN-DENK,500 MG,comprime_pellicule,BOITE DE 100,100,unite,3374.90,XOF,,,CNAM_CMU,Décision n°0016/AIRP/DG du 29 septembre 2025,2025-09-29,,2026-08-22,source_externe_non_validee,3,false
PRIX-CMU-DIABETE-037,DIABETE,37,"DIAFORMINE 500 MG COMPRIME, BOÎTE DE 30",DIAFORMINE,500 MG,comprime,BOITE DE 30,30,unite,881.60,XOF,,,CNAM_CMU,Décision n°0016/AIRP/DG du 29 septembre 2025,2025-09-29,,2026-08-22,source_externe_non_validee,3,false
PRIX-CMU-DIABETE-038,DIABETE,38,"GLUCOPHAGE 500 MG COMPRIME PELLICULE, BOÎTE DE 30",GLUCOPHAGE,500 MG,comprime_pellicule,BOITE DE 30,30,unite,1212.21,XOF,,,CNAM_CMU,Décision n°0016/AIRP/DG du 29 septembre 2025,2025-09-29,,2026-08-22,source_externe_non_validee,3,false
PRIX-CMU-DIABETE-039,DIABETE,39,"METFORMIN-DENK 500 COMPRIME, BOÎTE DE 30",METFORMIN-DENK 500 COMPRIME,,comprime,BOITE DE 30,30,unite,1239.76,XOF,,,CNAM_CMU,Décision n°0016/AIRP/DG du 29 septembre 2025,2025-09-29,,2026-08-22,source_externe_non_validee,3,false
PRIX-CMU-DIABETE-040,DIABETE,40,"METFORMINE BIOGARAN 500 MG COMPRIME PELLICULE, BOÎTE DE 30",METFORMINE BIOGARAN,500 MG,comprime_pellicule,BOITE DE 30,30,unite,870.58,XOF,,,CNAM_CMU,Décision n°0016/AIRP/DG du 29 septembre 2025,2025-09-29,,2026-08-22,source_externe_non_validee,3,false
PRIX-CMU-DIABETE-041,DIABETE,41,"METFORMIN VIR 850 MG COMPRIME, BOÎTE DE 50",METFORMIN VIR,850 MG,comprime,BOITE DE 50,50,unite,3675.00,XOF,,,CNAM_CMU,Décision n°0016/AIRP/DG du 29 septembre 2025,2025-09-29,,2026-08-22,source_externe_non_validee,3,false
PRIX-CMU-DIABETE-042,DIABETE,42,"METFORMINE BIOGARAN 850 MG COMPRIMÉ PELLICULE, BOÎTE DE 90",METFORMINE BIOGARAN,850 MG,comprime_pellicule,BOITE DE 90,90,unite,4683.53,XOF,,,CNAM_CMU,Décision n°0016/AIRP/DG du 29 septembre 2025,2025-09-29,,2026-08-22,source_externe_non_validee,3,false
PRIX-CMU-DIABETE-043,DIABETE,43,"METFORMINE BIOGARAN 1000 MG COMPRIME, PELLICULES BOÎTE DE 90",METFORMINE BIOGARAN,1000 MG,comprime,BOITE DE 90,90,unite,5372.28,XOF,,,CNAM_CMU,Décision n°0016/AIRP/DG du 29 septembre 2025,2025-09-29,,2026-08-22,source_externe_non_validee,3,false
PRIX-CMU-DIABETE-044,DIABETE,44,"METFORMIN-DENK 850 MG COMPRIME PELLICULE, BOÎTE DE 30",METFORMIN-DENK,850 MG,comprime_pellicule,BOITE DE 30,30,unite,2341.77,XOF,,,CNAM_CMU,Décision n°0016/AIRP/DG du 29 septembre 2025,2025-09-29,,2026-08-22,source_externe_non_validee,3,false
PRIX-CMU-DIABETE-045,DIABETE,45,"METFORMINE BIOGARAN 850 MG COMPRIME PELLICULE, BOÎTE DE 30",METFORMINE BIOGARAN,850 MG,comprime_pellicule,BOITE DE 30,30,unite,1793.53,XOF,,,CNAM_CMU,Décision n°0016/AIRP/DG du 29 septembre 2025,2025-09-29,,2026-08-22,source_externe_non_validee,3,false
PRIX-CMU-DIABETE-046,DIABETE,46,"PMS-ROSUVASTATIN 10 MG COMPRIME PELLICULE, BOÎTE DE 30",PMS-ROSUVASTATIN,10 MG,comprime_pellicule,BOITE DE 30,30,unite,7562.52,XOF,,,CNAM_CMU,Décision n°0016/AIRP/DG du 29 septembre 2025,2025-09-29,,2026-08-22,source_externe_non_validee,3,false
PRIX-CMU-DIABETE-047,DIABETE,47,"ROSUKAA 10 MG COMPRIME PELLICULE, BOÎTE DE 30",ROSUKAA,10 MG,comprime_pellicule,BOITE DE 30,30,unite,7560.00,XOF,,,CNAM_CMU,Décision n°0016/AIRP/DG du 29 septembre 2025,2025-09-29,,2026-08-22,source_externe_non_validee,3,false
PRIX-CMU-DIABETE-048,DIABETE,48,"ROSUVASTATINE BIOGARAN 10 MG COMPRIMÉ PELLICULE, BOÎTE DE 30",ROSUVASTATINE BIOGARAN,10 MG,comprime_pellicule,BOITE DE 30,30,unite,5510.04,XOF,,,CNAM_CMU,Décision n°0016/AIRP/DG du 29 septembre 2025,2025-09-29,,2026-08-22,source_externe_non_validee,3,false
PRIX-CMU-DIABETE-049,DIABETE,49,"ROSUVASTATIN-DENK 10 MG COMPRIME PELLICULE, BOÎTE DE 30",ROSUVASTATIN-DENK,10 MG,comprime_pellicule,BOITE DE 30,30,unite,7548.75,XOF,,,CNAM_CMU,Décision n°0016/AIRP/DG du 29 septembre 2025,2025-09-29,,2026-08-22,source_externe_non_validee,3,false
PRIX-CMU-DIABETE-050,DIABETE,50,"PMS-ROSUVASTATIN 20 MG COMPRIME PELLICULE, BOÎTE DE 30",PMS-ROSUVASTATIN,20 MG,comprime_pellicule,BOITE DE 30,30,unite,9876.74,XOF,,,CNAM_CMU,Décision n°0016/AIRP/DG du 29 septembre 2025,2025-09-29,,2026-08-22,source_externe_non_validee,3,false
PRIX-CMU-DIABETE-051,DIABETE,51,"ROSUKAA 20 MG COMPRIME PELLICULE, BOÎTE DE 30",ROSUKAA,20 MG,comprime_pellicule,BOITE DE 30,30,unite,9637.09,XOF,,,CNAM_CMU,Décision n°0016/AIRP/DG du 29 septembre 2025,2025-09-29,,2026-08-22,source_externe_non_validee,3,false
PRIX-CMU-DIABETE-052,DIABETE,52,"ROSUVASTATIN-DENK 20 MG COMPRIME PELLICULE, BOÎTE DE 30",ROSUVASTATIN-DENK,20 MG,comprime_pellicule,BOITE DE 30,30,unite,9862.97,XOF,,,CNAM_CMU,Décision n°0016/AIRP/DG du 29 septembre 2025,2025-09-29,,2026-08-22,source_externe_non_validee,3,false
PRIX-CMU-DIABETE-053,DIABETE,53,"PMS-ROSUVASTATIN 5 MG COMPRIME PELLICULE, BOÎTE DE 30",PMS-ROSUVASTATIN,5 MG,comprime_pellicule,BOITE DE 30,30,unite,6515.63,XOF,,,CNAM_CMU,Décision n°0016/AIRP/DG du 29 septembre 2025,2025-09-29,,2026-08-22,source_externe_non_validee,3,false
PRIX-CMU-DIABETE-054,DIABETE,54,"ROSUVASTATIN-DENK 5 MG COMPRIME PELLICULE, BOÎTE DE 30",ROSUVASTATIN-DENK,5 MG,comprime_pellicule,BOITE DE 30,30,unite,6088.59,XOF,,,CNAM_CMU,Décision n°0016/AIRP/DG du 29 septembre 2025,2025-09-29,,2026-08-22,source_externe_non_validee,3,false
PRIX-CMU-DIABETE-055,DIABETE,55,"GVIA 100 MG COMPRIME PELLICULE, BOÎTE DE 28",GVIA,100 MG,comprime_pellicule,BOITE DE 28,28,unite,7770.00,XOF,,,CNAM_CMU,Décision n°0016/AIRP/DG du 29 septembre 2025,2025-09-29,,2026-08-22,source_externe_non_validee,3,false
PRIX-CMU-DIABETE-056,DIABETE,56,"GVIA 50 MG COMPRIME PELLICULE, BOÎTE DE 28",GVIA,50 MG,comprime_pellicule,BOITE DE 28,28,unite,4725.00,XOF,,,CNAM_CMU,Décision n°0016/AIRP/DG du 29 septembre 2025,2025-09-29,,2026-08-22,source_externe_non_validee,3,false
PRIX-CMU-DIABETE-057,DIABETE,57,"VILDA-DENK 50 MG COMPRIME, BOÎTE DE 28",VILDA-DENK,50 MG,comprime,BOITE DE 28,28,unite,8265.06,XOF,,,CNAM_CMU,Décision n°0016/AIRP/DG du 29 septembre 2025,2025-09-29,,2026-08-22,source_externe_non_validee,3,false
PRIX-CMU-DIABETE-058,DIABETE,58,"GALVUS 50 MG COMPRIME, BOÎTE DE 28",GALVUS,50 MG,comprime,BOITE DE 28,28,unite,8851.50,XOF,,,CNAM_CMU,Décision n°0016/AIRP/DG du 29 septembre 2025,2025-09-29,,2026-08-22,source_externe_non_validee,3,false
PRIX-CMU-DIABETE-059,DIABETE,59,"GALVUS MET 50 MG/500 MG COMPRIME, BOÎTE DE 30",GALVUS MET,50 MG/500 MG,comprime,BOITE DE 30,30,unite,8946.00,XOF,,,CNAM_CMU,Décision n°0016/AIRP/DG du 29 septembre 2025,2025-09-29,,2026-08-22,source_externe_non_validee,3,false
PRIX-CMU-DIABETE-060,DIABETE,60,"GALVUS MET 50 MG/850 MG COMPRIME, BOÎTE DE 30",GALVUS MET,50 MG/850 MG,comprime,BOITE DE 30,30,unite,8946.00,XOF,,,CNAM_CMU,Décision n°0016/AIRP/DG du 29 septembre 2025,2025-09-29,,2026-08-22,source_externe_non_validee,3,false
